Image Path,Resolution,Detected Objects,Inference Time
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007404.jpg,448x640,"1 person, 1 tv, 1 remote, 1 vase",468.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007410.jpg,480x640,"1 person, 1 horse",419.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007426.jpg,480x640,4 cows,409.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007435.jpg,480x640,"2 persons, 1 sports ball, 1 tennis racket",473.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007436.jpg,448x640,"1 person, 2 frisbees",479.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007441.jpg,480x640,"4 persons, 3 ties, 3 tennis rackets",546.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007454.jpg,448x640,"1 person, 1 skateboard",463.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007457.jpg,480x640,2 broccolis,460.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007462.jpg,448x640,2 birds,447.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007470.jpg,480x640,"1 person, 2 potted plants, 2 beds, 1 tv, 1 refrigerator",473.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007493.jpg,480x640,"1 toilet, 1 sink",506.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007514.jpg,448x640,2 traffic lights,452.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007537.jpg,640x480,"1 person, 1 tennis racket",416.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007543.jpg,480x640,(no detections),452.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007554.jpg,448x640,2 traffic lights,400.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007561.jpg,480x640,"2 cars, 1 traffic light",440.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007578.jpg,448x640,2 clocks,434.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007586.jpg,448x640,"5 persons, 3 bicycles, 2 cars, 3 motorcycles, 2 traffic lights",416.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007591.jpg,544x640,"1 person, 1 tennis racket",371.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007609.jpg,640x448,6 donuts,474.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007636.jpg,480x640,"2 persons, 2 backpacks, 1 baseball glove",525.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007640.jpg,480x640,"2 persons, 1 car, 4 motorcycles, 1 backpack",450.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007641.jpg,512x640,"2 persons, 1 car, 1 truck, 2 kites",442.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007647.jpg,480x640,"3 airplanes, 1 truck",470.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007657.jpg,416x640,"1 person, 1 surfboard",455.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007680.jpg,480x640,"2 persons, 7 wine glasss, 1 chair, 1 cell phone",455.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007693.jpg,640x480,"2 persons, 1 frisbee",429.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007715.jpg,640x448,"1 person, 2 books",406.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007734.jpg,608x640,"1 person, 1 bottle",461.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007750.jpg,448x640,"1 bus, 1 truck, 2 dogs",435.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007751.jpg,448x640,3 zebras,487.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007754.jpg,480x640,"1 person, 1 cat, 1 bowl, 1 tv",591.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007764.jpg,448x640,2 buss,504.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007775.jpg,448x640,"20 persons, 1 skis",431.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007821.jpg,480x640,1 bird,417.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007841.jpg,640x640,"6 persons, 1 bus, 4 dogs",426.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007843.jpg,480x640,"2 cows, 6 zebras",624.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007848.jpg,448x640,"4 persons, 1 cake, 2 chairs",445.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007866.jpg,640x480,1 motorcycle,440.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007881.jpg,384x640,"6 persons, 1 car, 5 motorcycles, 2 trucks",416.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007895.jpg,448x640,"5 cars, 1 truck",410.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007904.jpg,512x640,"1 chair, 1 refrigerator",459.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007907.jpg,480x640,"3 persons, 1 sports ball, 1 tennis racket",490.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007928.jpg,480x640,"1 person, 1 handbag, 2 bottles",445.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007951.jpg,448x640,"1 boat, 1 sheep, 2 cows",440.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007959.jpg,480x640,"1 person, 1 bottle, 2 cups, 2 forks, 1 dining table",457.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007995.jpg,480x640,"1 person, 1 tie, 1 chair",412.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007998.jpg,448x640,"5 tvs, 1 keyboard, 1 oven, 1 sink, 1 refrigerator, 2 clocks",466.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008013.jpg,416x640,1 airplane,470.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008034.jpg,640x480,"1 potted plant, 1 toilet, 1 sink, 1 vase",427.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008046.jpg,640x448,"1 person, 1 knife, 1 cake, 1 dining table",450.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008048.jpg,480x640,2 dogs,422.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008082.jpg,384x640,"1 train, 1 traffic light",630.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008097.jpg,480x640,1 cow,494.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008104.jpg,640x448,"1 toilet, 1 sink",466.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008116.jpg,640x608,"2 persons, 1 airplane, 2 backpacks",490.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008125.jpg,480x640,"1 potted plant, 1 teddy bear",504.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008147.jpg,448x640,"1 person, 1 remote",452.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008221.jpg,480x640,"2 persons, 1 car, 4 traffic lights, 2 handbags",432.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008233.jpg,480x640,"14 persons, 1 backpack, 2 handbags, 2 kites",409.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008242.jpg,640x576,"1 tv, 1 keyboard",535.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008246.jpg,640x448,"1 person, 1 toothbrush",409.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008247.jpg,480x640,3 trains,469.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008258.jpg,640x480,(no detections),445.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008269.jpg,640x448,"1 person, 1 snowboard",457.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008271.jpg,448x640,1 bird,413.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008301.jpg,480x640,"9 persons, 2 skateboards",361.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008322.jpg,448x640,"3 persons, 3 dogs, 1 bottle, 1 remote",452.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008326.jpg,480x640,"4 persons, 2 umbrellas",424.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008359.jpg,640x448,"20 persons, 4 motorcycles",451.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008413.jpg,544x640,"4 persons, 6 boats, 4 umbrellas, 7 chairs",515.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008424.jpg,480x640,"1 person, 1 teddy bear",442.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008441.jpg,448x640,4 cows,445.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008447.jpg,480x640,"1 handbag, 2 chairs, 1 couch, 1 tv, 1 vase",575.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008497.jpg,640x640,"1 cup, 1 fork, 1 bowl, 1 pizza, 1 dining table",454.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008500.jpg,640x640,"1 person, 1 dog, 8 sheeps, 1 sports ball",447.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008501.jpg,448x640,"1 person, 1 horse",422.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008516.jpg,448x640,"9 persons, 7 cars, 2 buss",499.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008523.jpg,640x448,1 bench,450.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008528.jpg,416x640,"17 persons, 1 motorcycle",350.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008530.jpg,512x640,1 bird,480.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008537.jpg,448x640,1 toilet,393.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008590.jpg,480x640,"2 persons, 3 knifes, 1 sandwich, 1 pizza, 1 dining table",422.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008601.jpg,448x640,"10 persons, 1 sports ball, 2 baseball bats, 1 baseball glove",470.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008609.jpg,480x640,"1 person, 1 giraffe",468.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008663.jpg,640x640,1 cell phone,452.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008692.jpg,640x448,"1 car, 2 parking meters",412.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008798.jpg,480x640,"1 cat, 1 bowl",480.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008802.jpg,640x448,"1 person, 1 bench, 1 skateboard, 1 bottle",375.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008808.jpg,640x640,"3 persons, 2 skiss",416.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008826.jpg,640x512,1 sheep,473.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008833.jpg,480x640,"1 person, 1 cat, 1 backpack, 1 skis, 1 bottle, 1 couch",467.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008839.jpg,480x640,"14 persons, 1 umbrella, 1 cell phone",455.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008871.jpg,448x640,1 oven,443.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008874.jpg,448x640,"22 persons, 5 cars, 13 motorcycles, 1 truck, 1 traffic light, 2 bowls",421.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008898.jpg,448x640,"3 persons, 1 skis",440.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008903.jpg,544x640,1 zebra,459.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008904.jpg,448x640,4 elephants,451.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008907.jpg,480x640,"5 bottles, 3 cups, 1 sandwich, 1 dining table",483.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008916.jpg,640x480,"1 car, 2 parking meters",558.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008969.jpg,480x640,"3 bottles, 1 bowl, 1 orange, 1 pizza, 1 dining table",470.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008970.jpg,480x640,"16 persons, 1 train, 2 handbags",458.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008974.jpg,480x640,"3 persons, 4 chairs, 1 tv, 5 remotes, 1 clock",471.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008976.jpg,480x640,"3 persons, 5 cars, 1 truck, 1 snowboard",433.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008985.jpg,448x640,"1 person, 1 surfboard",414.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008993.jpg,480x640,"1 cup, 4 bowls, 2 bananas, 1 tv, 2 microwaves, 1 vase",462.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008997.jpg,480x640,2 boats,444.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009004.jpg,480x640,3 cell phones,446.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009021.jpg,448x640,"3 backpacks, 2 suitcases",406.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009043.jpg,640x448,"1 person, 1 car, 1 frisbee",465.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009046.jpg,480x640,"1 cat, 1 cup",458.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009053.jpg,480x640,"2 persons, 1 car, 1 kite",461.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009073.jpg,480x640,"1 cat, 1 cup, 1 laptop, 1 mouse, 1 keyboard, 1 clock",465.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009089.jpg,480x640,"1 bench, 1 zebra",498.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009092.jpg,640x448,1 toilet,430.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009098.jpg,448x640,"9 persons, 5 bicycles, 2 cars, 1 bench, 2 backpacks, 1 handbag, 1 cup",455.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009104.jpg,640x448,"1 traffic light, 1 clock",449.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009124.jpg,480x640,"1 person, 1 bed",414.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009139.jpg,640x448,"1 person, 1 tennis racket",439.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009143.jpg,512x640,"3 persons, 1 umbrella, 1 tie",546.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009144.jpg,448x640,"1 person, 2 skiss",457.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009147.jpg,640x384,"1 person, 1 cup, 1 pizza, 1 refrigerator",384.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009152.jpg,480x640,1 fire hydrant,362.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009179.jpg,448x640,"2 persons, 2 ties, 6 books",489.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009181.jpg,640x480,"8 persons, 2 motorcycles",422.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009191.jpg,640x448,10 cakes,431.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009207.jpg,480x640,10 cars,444.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009224.jpg,480x640,"2 persons, 5 chairs, 1 couch, 2 remotes",504.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009232.jpg,480x640,"1 cup, 5 bowls, 1 donut, 1 dining table",409.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009242.jpg,480x640,8 horses,480.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009255.jpg,384x640,1 airplane,465.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009257.jpg,448x640,11 zebras,451.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009264.jpg,640x512,"1 bowl, 2 sandwichs, 5 cakes",476.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009279.jpg,640x448,"5 persons, 2 bottles, 1 knife, 3 cakes, 1 dining table",429.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009284.jpg,640x640,"3 apples, 6 oranges, 1 chair",456.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009299.jpg,640x480,3 persons,471.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009308.jpg,640x480,2 pizzas,435.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009309.jpg,448x640,9 cows,413.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009347.jpg,640x448,1 clock,518.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009352.jpg,448x640,"3 persons, 1 suitcase",430.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009386.jpg,640x512,"1 cat, 1 toilet",431.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009390.jpg,640x480,2 clocks,431.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009410.jpg,480x640,6 donuts,557.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009431.jpg,480x640,"5 chairs, 2 couchs, 5 potted plants, 1 dining table, 1 book",414.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009439.jpg,448x640,(no detections),434.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009455.jpg,640x448,"1 person, 1 bench, 1 skateboard",473.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009459.jpg,448x640,"1 person, 1 tv, 1 remote",454.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009470.jpg,480x640,"1 person, 1 giraffe",434.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009480.jpg,448x640,"3 persons, 2 cups, 1 dining table, 1 book",430.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009502.jpg,480x640,"17 persons, 4 boats, 5 umbrellas, 1 teddy bear",452.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009523.jpg,448x640,"3 persons, 1 car, 3 buss",448.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009526.jpg,448x640,"1 person, 1 bottle, 1 cup, 1 dining table",452.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009529.jpg,640x384,"1 stop sign, 7 suitcases",450.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009530.jpg,544x640,"1 person, 1 motorcycle",484.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009549.jpg,448x640,"11 persons, 1 umbrella, 1 frisbee, 3 sports balls, 1 chair",608.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009560.jpg,288x640,"1 airplane, 1 truck",451.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009564.jpg,416x640,"8 persons, 1 airplane, 1 dog, 1 horse, 1 cow",458.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009579.jpg,640x608,"3 persons, 1 car, 1 skateboard",400.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009580.jpg,640x480,3 giraffes,438.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009601.jpg,448x640,1 cell phone,449.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009641.jpg,480x640,"1 person, 2 chairs",455.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009662.jpg,480x640,"1 person, 1 train",460.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009666.jpg,448x640,"6 persons, 3 bottles, 7 cups, 1 bowl",454.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009674.jpg,448x640,"1 person, 2 skateboards",471.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009676.jpg,480x640,"1 boat, 1 bench, 1 chair",456.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009703.jpg,480x640,"3 zebras, 2 giraffes",464.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009704.jpg,480x640,"3 persons, 3 cars, 2 buss, 1 traffic light",447.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009776.jpg,640x640,"2 persons, 1 tie",430.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009793.jpg,448x640,"1 potted plant, 2 beds",394.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009839.jpg,448x640,"2 persons, 1 car, 1 truck, 1 bench, 1 umbrella",441.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009841.jpg,448x640,"1 cat, 1 bottle, 1 cup, 1 sink",452.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009883.jpg,480x640,"1 person, 1 traffic light, 1 toilet, 1 sink",430.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009909.jpg,480x640,"1 person, 1 bottle, 1 sink",431.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009915.jpg,640x448,"1 microwave, 1 oven",373.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009917.jpg,512x640,"2 persons, 3 cars, 1 bus",435.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009925.jpg,480x640,"2 persons, 1 dog, 1 frisbee",371.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009932.jpg,480x640,"2 persons, 2 cars, 3 buss, 1 train, 1 traffic light",387.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009954.jpg,640x640,"1 person, 1 car, 1 umbrella",394.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009970.jpg,448x640,"1 person, 1 giraffe",442.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009985.jpg,640x480,"1 cup, 2 chairs, 1 potted plant, 1 dining table, 1 vase",430.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009995.jpg,480x640,1 fire hydrant,434.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010017.jpg,448x640,"5 persons, 2 ties, 1 mouse",464.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010055.jpg,448x640,1 zebra,466.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010061.jpg,448x640,"1 person, 1 car, 1 truck, 1 fire hydrant, 2 kites",445.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010062.jpg,480x640,"1 person, 12 donuts",453.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010064.jpg,480x640,"3 persons, 2 cups, 1 spoon, 2 carrots, 1 dining table",608.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010070.jpg,640x544,(no detections),443.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010085.jpg,480x640,2 birds,502.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010111.jpg,640x448,"1 person, 1 tennis racket",426.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010133.jpg,640x480,"5 persons, 1 bottle, 1 cup, 1 chair, 6 tvs, 2 mouses, 1 keyboard",467.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010134.jpg,448x640,"2 persons, 1 surfboard",468.7ms
